DataHora;CO_%;CO2_%;HC_ppm;O2_%;NOx_ppm;RPM;Temp_C
06:26:00.445;0,2;115,9;281;19,94;26;0;250,0
06:33:01.266;0,0;0,0;0;20,9;0;0;250,0
06:33:01.897;0,0;0,0;0;20,9;0;0;250,0
06:33:02.559;0,0;0,0;0;20,9;0;0;250,0
06:33:03.182;0,0;0,0;0;20,9;0;0;250,0
06:33:03.856;0,0;0,0;0;20,9;0;0;250,0
06:33:04.507;0,0;0,0;0;20,9;0;0;250,0
06:33:05.156;0,0;0,0;0;20,9;0;0;250,0
06:33:05.786;0,0;0,0;0;20,9;0;0;250,0
06:33:06.462;0,0;0,0;0;20,9;0;0;250,0
06:33:07.115;0,0;0,0;0;20,9;0;0;250,0
06:33:07.853;0,0;0,0;0;20,9;0;0;250,0
06:33:08.476;0,0;0,0;1;20,9;0;0;250,0
06:33:09.142;0,0;0,0;1;20,9;0;0;250,0
06:33:09.819;0,0;0,0;1;20,94;0;0;250,0
06:33:10.504;0,0;0,0;1;20,94;0;0;250,0
06:33:11.145;0,0;0,0;1;20,94;0;0;250,0
06:33:11.818;0,0;0,0;1;20,97;0;0;250,0
06:33:12.507;0,0;0,0;1;20,97;0;0;250,0
06:33:13.250;0,0;0,0;1;20,97;0;0;250,0
06:33:13.860;0,0;0,0;1;20,97;0;0;250,0
06:33:14.544;0,0;0,0;1;20,97;0;0;250,0
06:33:15.224;0,0;0,0;1;21,0;0;0;250,0
06:33:15.915;0,0;0,0;1;21,03;0;0;250,0
06:33:16.587;0,0;0,0;1;21,03;0;0;250,0
06:33:17.281;0,0;0,0;0;21,03;0;0;250,0
06:33:17.921;0,0;0,0;0;21,03;0;0;250,0
06:33:18.594;0,0;0,0;1;21,03;0;0;250,0
06:33:19.229;0,0;0,0;1;21,03;0;0;250,0
06:33:19.903;0,0;0,0;1;21,03;0;0;250,0
06:33:20.576;0,0;0,0;1;21,03;0;0;250,0
06:33:21.280;0,0;0,0;1;21,03;0;0;250,0
