DataHora;CO_%;CO2_%;HC_ppm;O2_%;NOx_ppm;RPM;Temp_C
08:05:47.413;0,0;0,0;1;21,48;None;0;250,0
08:05:48.374;0,0;0,0;1;21,48;None;0;250,0
08:05:49.433;0,0;0,0;1;21,48;None;0;250,0
08:05:50.440;0,0;0,0;1;21,48;None;0;250,0
08:05:51.449;0,0;0,0;1;21,48;None;0;250,0
08:05:52.401;0,0;0,0;1;21,48;None;0;250,0
08:05:53.449;0,0;0,0;1;21,48;None;0;250,0
08:05:54.430;0,0;0,0;1;21,48;None;0;250,0
08:05:55.388;0,0;0,0;1;21,48;None;0;250,0
08:05:56.369;0,0;0,0;1;21,48;None;0;250,0
08:05:57.388;0,0;0,0;1;21,48;None;0;250,0
08:05:58.419;0,0;0,0;1;21,48;None;0;250,0
08:05:59.399;0,0;0,0;1;21,48;None;0;250,0
08:06:00.410;0,0;0,0;1;21,48;None;0;250,0
08:06:01.451;0,0;0,0;1;21,48;None;0;250,0
08:06:02.412;0,0;0,0;1;21,48;None;0;250,0
08:06:03.446;0,0;0,0;1;21,48;None;0;250,0
08:06:04.434;0,0;0,0;1;21,48;None;0;250,0
08:06:05.455;0,0;0,0;1;21,48;None;0;250,0
08:06:06.410;0,0;0,0;1;21,48;None;0;250,0
08:06:07.442;0,0;0,0;1;21,48;None;0;250,0
08:06:08.419;0,0;0,0;1;21,48;None;0;250,0
08:06:09.427;0,0;0,0;1;21,48;None;0;250,0
08:06:10.447;0,0;0,0;1;21,48;None;0;250,0
08:06:11.423;0,0;0,0;1;21,48;None;0;250,0
08:06:12.434;0,0;0,0;1;21,48;None;0;250,0
08:06:13.384;0,0;0,0;1;21,48;None;0;250,0
08:06:14.414;0,0;0,0;1;21,48;None;0;250,0
08:06:15.419;0,0;0,0;1;21,48;None;0;250,0
08:06:16.420;0,0;0,0;1;21,48;None;0;250,0
08:06:17.359;0,0;0,0;1;21,48;None;0;250,0
08:06:18.462;0,0;0,0;1;21,48;None;0;250,0
08:06:19.408;0,0;0,0;1;21,48;None;0;250,0
