DataHora;CO_%;CO2_%;HC_ppm;O2_%;NOx_ppm;RPM;Temp_C
08:00:23.299;0,0;0,0;0;20,9;0;0;250,0
08:00:23.429;0,0;0,0;0;20,9;0;0;250,0
08:00:23.596;0,0;0,0;0;20,9;0;0;250,0
08:00:23.763;0,0;0,0;0;20,9;0;0;250,0
08:00:23.986;0,0;0,0;0;20,9;0;0;250,0
08:00:24.213;0,0;0,0;0;20,9;0;0;250,0
08:00:24.436;0,0;0,0;0;20,9;0;0;250,0
08:00:24.672;0,0;0,0;0;20,9;0;0;250,0
08:00:24.857;0,0;0,0;0;20,9;0;0;250,0
08:00:25.079;0,0;0,0;0;20,9;0;0;250,0
08:00:26.453;0,0;0,0;0;20,9;0;0;250,0
08:00:27.418;0,0;0,0;0;20,9;0;0;250,0
08:00:28.434;0,0;0,0;0;20,9;0;0;250,0
08:00:29.443;0,0;0,0;0;20,9;0;0;250,0
08:00:30.465;0,0;0,0;0;20,9;0;0;250,0
08:00:31.440;0,0;0,0;0;20,97;0;0;250,0
08:00:32.414;0,0;0,0;0;21,0;0;0;250,0
08:00:33.402;0,0;0,0;0;21,04;0;0;250,0
08:00:34.401;0,0;0,0;0;21,04;0;0;250,0
08:00:35.434;0,0;0,0;0;21,04;0;0;250,0
08:00:36.468;0,0;0,0;0;21,04;0;0;250,0
08:00:37.365;0,0;0,0;0;21,04;0;0;250,0
08:00:38.435;0,0;0,0;0;21,04;0;0;250,0
08:00:39.437;0,0;0,0;0;21,04;0;0;250,0
08:00:40.450;0,0;0,0;0;21,04;0;0;250,0
08:00:41.438;0,0;0,0;0;21,04;0;0;250,0
08:00:42.407;0,0;0,0;0;21,04;0;0;250,0
08:00:43.430;0,0;0,0;0;21,04;0;0;250,0
08:00:44.443;0,0;0,0;0;21,04;0;0;250,0
08:00:45.452;0,0;0,0;0;21,04;0;0;250,0
08:00:46.441;0,0;0,0;0;21,04;0;0;250,0
08:00:47.440;0,0;0,0;0;21,04;0;0;250,0
08:00:48.398;0,0;0,0;0;21,04;0;0;250,0
08:00:49.386;0,0;0,0;0;21,04;0;0;250,0
08:00:50.415;0,0;0,0;0;21,04;0;0;250,0
08:00:51.416;0,0;0,0;0;21,04;0;0;250,0
08:00:52.415;0,0;0,0;0;21,04;0;0;250,0
08:00:53.450;0,0;0,0;0;21,04;0;0;250,0
08:00:54.379;0,0;0,0;0;21,04;0;0;250,0
08:00:55.463;0,0;0,0;0;21,04;0;0;250,0
08:00:56.440;0,0;0,0;0;21,04;0;0;250,0
08:00:57.408;0,0;0,0;0;21,04;0;0;250,0
08:00:58.384;0,0;0,0;0;21,04;0;0;250,0
08:00:59.460;0,0;0,0;0;21,04;0;0;250,0
08:01:00.442;0,0;0,0;0;21,04;0;0;250,0
08:01:01.450;0,0;0,0;0;21,04;0;0;250,0
08:01:02.463;0,0;0,0;0;21,03;0;0;250,0
08:01:03.435;0,0;0,0;0;21,03;0;0;250,0
08:01:04.413;0,0;0,0;0;21,03;0;0;250,0
08:01:05.453;0,0;0,0;0;21,03;None;0;250,0
08:01:06.427;0,0;0,0;0;21,03;None;0;250,0
08:01:07.463;0,0;0,0;0;21,03;None;0;250,0
08:01:08.390;0,0;0,0;0;21,03;None;0;250,0
08:01:09.439;0,0;0,0;0;21,03;None;0;250,0
08:01:10.469;0,0;0,0;0;21,03;None;0;250,0
08:01:11.402;0,0;0,0;0;21,03;None;0;250,0
08:01:12.369;0,0;0,0;0;21,04;None;0;250,0
08:01:13.443;0,0;0,0;0;21,04;None;0;250,0
08:01:14.413;0,0;0,0;0;21,04;None;0;250,0
08:01:15.424;0,0;0,0;0;21,04;None;0;250,0
08:01:16.405;0,0;0,0;0;21,04;None;0;250,0
08:01:19.387;0,0;0,0;0;21,04;None;0;250,0
08:01:20.414;0,0;0,0;0;21,04;None;0;250,0
08:01:21.393;0,0;0,0;0;21,04;None;0;250,0
08:01:22.413;0,0;0,0;0;21,04;None;0;250,0
08:01:23.440;0,0;0,0;0;21,04;None;0;250,0
08:01:24.383;0,0;0,0;0;21,04;None;0;250,0
08:01:25.440;0,0;0,0;0;21,04;None;0;250,0
08:01:26.441;0,0;0,0;0;21,03;None;0;250,0
08:01:27.422;0,0;0,0;0;21,03;None;0;250,0
08:01:28.404;0,0;0,0;0;21,03;None;0;250,0
08:01:29.431;0,0;0,0;0;21,03;None;0;250,0
08:01:30.434;0,0;0,0;0;21,03;None;0;250,0
08:01:31.403;0,0;0,0;0;21,03;None;0;250,0
08:01:32.414;0,0;0,0;0;21,03;None;0;250,0
08:01:33.449;0,0;0,0;0;21,03;None;0;250,0
08:01:34.447;0,0;0,0;0;21,03;None;0;250,0
08:01:35.436;0,0;0,0;0;21,03;None;0;250,0
08:01:36.456;0,0;0,0;0;21,03;None;0;250,0
08:01:37.429;0,0;0,0;0;21,03;None;0;250,0
08:01:38.458;0,0;0,0;0;21,03;None;0;250,0
08:01:39.386;0,0;0,0;0;21,03;None;0;250,0
08:01:53.479;0,0;0,0;0;21,03;None;0;250,0
08:01:54.452;0,0;0,0;0;21,03;None;0;250,0
08:01:55.424;0,0;0,0;0;21,03;None;0;250,0
08:01:56.404;0,0;0,0;0;21,03;None;0;250,0
08:01:57.426;0,0;0,0;0;21,03;None;0;250,0
08:01:58.470;0,0;0,0;0;21,03;None;0;250,0
08:01:59.364;0,0;0,0;0;21,03;None;0;250,0
08:02:00.415;0,0;0,0;0;21,03;None;0;250,0
08:02:01.437;0,0;0,0;0;21,03;None;0;250,0
08:02:02.413;0,0;0,0;0;21,03;None;0;250,0
08:02:03.452;0,0;0,0;0;21,03;None;0;250,0
08:02:04.431;0,0;0,0;0;21,03;None;0;250,0
08:02:05.468;0,0;0,0;0;21,03;None;0;250,0
08:02:06.438;0,0;0,0;0;21,03;None;0;250,0
08:02:07.399;0,0;0,0;0;21,03;None;0;250,0
08:02:08.448;0,0;0,0;0;21,03;None;0;250,0
08:02:09.415;0,0;0,0;0;21,03;None;0;250,0
08:02:10.398;0,0;0,0;0;21,03;None;0;250,0
08:02:11.453;0,0;0,0;1;21,03;None;0;250,0
08:02:12.423;0,0;0,0;1;21,03;None;0;250,0
08:02:13.468;0,0;0,0;0;21,03;None;0;250,0
08:02:14.427;0,0;0,0;0;21,03;None;0;250,0
08:02:15.419;0,0;0,0;0;21,03;None;0;250,0
08:02:16.400;0,0;0,0;0;21,03;None;0;250,0
08:02:17.446;0,0;0,0;0;21,03;None;0;250,0
08:02:18.463;0,0;0,0;0;21,03;None;0;250,0
08:02:19.414;0,0;0,0;1;21,03;None;0;250,0
08:02:20.410;0,0;0,0;1;21,03;None;0;250,0
08:02:21.445;0,0;0,0;1;21,03;None;0;250,0
08:02:22.449;0,0;0,0;1;21,03;None;0;250,0
08:02:23.426;0,0;0,0;1;21,03;None;0;250,0
08:02:24.426;0,0;0,0;1;21,03;None;0;250,0
08:02:25.447;0,0;0,0;1;21,03;None;0;250,0
08:02:26.413;0,0;0,0;1;21,03;None;0;250,0
08:02:27.446;0,0;0,0;1;21,03;None;0;250,0
08:02:28.419;0,0;0,0;1;21,03;None;0;250,0
08:02:29.468;0,0;0,0;1;21,03;None;0;250,0
08:02:30.425;0,0;0,0;1;21,03;None;0;250,0
08:02:31.453;0,0;0,0;1;21,13;None;0;250,0
08:02:32.436;0,0;0,0;1;21,13;None;0;250,0
08:02:33.453;0,0;0,0;1;21,13;None;0;250,0
08:02:34.438;0,0;0,0;1;21,13;None;0;250,0
08:02:35.455;0,0;0,0;1;21,13;None;0;250,0
08:02:36.463;0,0;0,0;1;21,14;None;0;250,0
08:02:37.434;0,0;0,0;1;21,14;None;0;250,0
08:02:38.415;0,0;0,0;1;21,14;None;0;250,0
08:02:39.479;0,0;0,0;0;21,17;None;0;250,0
08:02:40.393;0,0;0,0;0;21,17;None;0;250,0
08:02:41.419;0,0;0,0;0;21,17;None;0;250,0
08:02:42.425;0,0;0,0;0;21,17;None;0;250,0
08:02:43.399;0,0;0,0;1;21,17;None;0;250,0
08:02:44.430;0,0;0,0;0;21,17;None;0;250,0
08:02:45.473;0,0;0,0;1;21,17;None;0;250,0
08:02:46.423;0,0;0,0;1;21,17;None;0;250,0
08:02:47.443;0,0;0,0;1;21,17;None;0;250,0
08:02:48.479;0,0;0,0;1;21,17;None;0;250,0
08:02:49.438;0,0;0,0;1;21,17;None;0;250,0
08:02:50.379;0,0;0,0;1;21,17;None;0;250,0
08:02:51.427;0,0;0,0;1;21,17;None;0;250,0
08:02:52.452;0,0;0,0;1;21,17;None;0;250,0
08:02:53.431;0,0;0,0;1;21,17;None;0;250,0
08:02:54.453;0,0;0,0;1;21,17;None;0;250,0
08:02:55.453;0,0;0,0;1;21,17;None;0;250,0
08:02:56.453;0,0;0,0;1;21,17;None;0;250,0
08:02:57.422;0,0;0,0;1;21,17;None;0;250,0
08:02:58.441;0,0;0,0;1;21,17;None;0;250,0
08:02:59.472;0,0;0,0;1;21,17;None;0;250,0
08:03:00.429;0,0;0,0;1;21,17;None;0;250,0
08:03:01.403;0,0;0,0;1;21,17;None;0;250,0
08:03:02.422;0,0;0,0;1;21,17;None;0;250,0
