DataHora;CO_%;CO2_%;HC_ppm;O2_%;NOx_ppm;RPM;Temp_C
20:49:14.357;0,0;0,0;0;20,9;0;0;250,0
20:49:14.806;0,0;0,0;0;20,9;0;0;250,0
20:49:15.389;0,0;0,0;0;20,9;0;0;250,0
20:49:15.963;0,0;0,0;0;20,9;0;0;250,0
20:49:16.523;0,0;0,0;0;20,9;0;0;250,0
20:49:17.087;0,0;0,0;0;20,9;0;0;250,0
20:49:17.591;0,0;0,0;0;20,9;0;0;250,0
20:49:18.164;0,0;0,0;0;20,9;0;0;250,0
20:49:18.616;0,0;0,0;0;20,9;0;0;250,0
20:49:18.730;0,0;0,0;0;20,9;0;0;250,0
20:49:19.126;0,0;0,0;0;20,9;0;0;250,0
20:49:19.531;0,0;0,0;0;20,9;0;0;250,0
20:49:19.937;0,0;0,0;0;20,9;0;0;250,0
20:49:20.322;0,0;0,0;0;20,9;0;0;250,0
20:49:20.715;0,0;0,0;0;20,9;0;0;250,0
20:49:21.057;0,0;0,0;0;20,9;0;0;250,0
20:49:21.455;0,0;0,0;0;20,9;0;0;250,0
20:49:21.861;0,0;0,0;0;20,9;0;0;250,0
20:49:22.216;0,0;0,0;0;20,9;0;0;250,0
20:49:22.677;0,0;0,0;0;20,9;0;0;250,0
20:49:23.079;0,0;0,0;0;20,9;0;0;250,0
20:49:23.451;0,0;0,0;0;20,9;0;0;250,0
20:49:23.864;0,0;0,0;0;20,9;0;0;250,0
20:49:24.262;0,0;0,0;0;20,9;0;0;250,0
20:49:24.476;0,0;0,0;0;20,9;0;0;250,0
20:49:24.876;0,0;0,0;0;20,9;0;0;250,0
20:49:25.335;0,0;0,0;0;20,9;0;0;250,0
20:49:25.742;0,0;0,0;0;20,9;0;0;250,0
20:49:26.244;0,0;0,0;0;20,9;0;0;250,0
20:49:26.813;0,0;0,0;0;20,9;0;0;250,0
20:49:27.264;0,0;0,0;0;20,9;0;0;250,0
20:49:27.646;0,0;0,0;0;20,9;0;0;250,0
20:49:28.595;0,0;0,0;0;20,9;0;0;250,0
20:49:28.821;0,0;0,0;0;20,9;0;0;250,0
20:49:29.285;0,0;0,0;0;20,9;0;0;250,0
20:49:29.676;0,0;0,0;0;20,9;0;0;250,0
20:49:29.902;0,0;0,0;0;20,9;0;0;250,0
20:49:30.236;0,0;0,0;0;20,9;0;0;250,0
20:49:30.518;0,0;0,0;0;20,9;0;0;250,0
20:49:30.856;0,0;0,0;0;20,9;0;0;250,0
20:49:31.151;0,0;0,0;0;20,9;0;0;250,0
20:49:31.485;0,0;0,0;0;20,9;0;0;250,0
20:49:31.835;0,0;0,0;0;20,9;0;0;250,0
20:49:32.205;0,0;0,0;0;20,9;0;0;250,0
20:49:32.594;0,0;0,0;0;20,9;0;0;250,0
20:49:33.066;0,0;0,0;0;20,9;0;0;250,0
20:49:33.235;0,0;0,0;0;20,9;0;0;250,0
20:49:33.560;0,0;0,0;0;20,9;0;0;250,0
20:49:33.949;0,0;0,0;0;20,9;0;0;250,0
20:49:34.282;0,0;0,0;0;20,9;0;0;250,0
20:49:34.618;0,0;0,0;0;20,9;0;0;250,0
20:49:35.018;0,0;0,0;0;20,9;0;0;250,0
20:49:35.367;0,0;0,0;0;20,9;0;0;250,0
20:49:35.751;0,0;0,0;0;20,9;0;0;250,0
20:49:36.019;0,0;0,0;0;20,9;0;0;250,0
20:49:36.294;0,0;0,0;0;20,9;0;0;250,0
20:49:36.695;0,0;0,0;0;20,9;0;0;250,0
20:49:44.943;0,0;0,0;0;20,9;0;0;250,0
20:49:45.326;0,0;0,0;0;20,9;0;0;250,0
20:49:45.727;0,0;0,0;0;20,9;0;0;250,0
20:49:46.116;0,0;0,0;0;20,9;0;0;250,0
20:49:46.566;0,0;0,0;0;20,9;0;0;250,0
20:49:46.902;0,0;0,0;0;20,9;0;0;250,0
20:49:47.355;0,0;0,0;0;20,9;0;0;250,0
20:49:47.532;0,0;0,0;0;20,9;0;0;250,0
20:49:47.965;0,0;0,0;0;20,9;0;0;250,0
20:49:48.356;0,0;0,0;0;20,9;0;0;250,0
20:49:48.699;0,0;0,0;0;20,9;0;0;250,0
20:49:49.155;0,0;0,0;0;20,9;0;0;250,0
20:49:49.559;0,0;0,0;0;20,9;0;0;250,0
20:49:49.885;0,0;0,0;0;20,9;0;0;250,0
20:49:50.276;0,0;0,0;0;20,9;0;0;250,0
20:49:50.444;0,0;0,0;0;20,9;0;0;250,0
20:49:57.433;0,0;0,0;0;20,9;0;0;250,0
20:49:57.817;0,0;0,0;0;20,9;0;0;250,0
20:49:58.216;0,0;0,0;0;20,9;0;0;250,0
20:49:58.505;0,0;0,0;0;20,9;0;0;250,0
20:49:58.968;0,0;0,0;0;20,9;0;0;250,0
20:49:59.518;0,0;0,0;0;20,9;0;0;250,0
20:50:00.085;0,0;0,0;0;20,9;0;0;250,0
20:50:00.642;0,0;0,0;0;20,9;0;0;250,0
