Data e Hora,Direção,Hex,ASCII,Nota
12:38:01.209,EQP_TO_SOF,00 00 00 00 00 00 00,,
12:38:01.271,EQP_TO_SOF,00 00 00 47 00,,
12:38:01.334,EQP_TO_SOF,00 00 EB 80 92,,
12:38:01.395,EQP_TO_SOF,00 9A 02,,
12:38:01.520,EQP_TO_SOF,04 06 0B 00,,
12:38:01.520,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:01.583,EQP_TO_SOF,01 40 00 00 00 00,,
12:38:01.646,EQP_TO_SOF,00 00 00 00 00,,
12:38:01.708,EQP_TO_SOF,00 00 00 47 00,,
12:38:01.770,EQP_TO_SOF,00 00 EB 80 91,,
12:38:01.832,EQP_TO_SOF,00 99 02,,
12:38:01.894,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:01.956,EQP_TO_SOF,04 06 0B 00,,
12:38:02.020,EQP_TO_SOF,01 40 00 00 00,,
12:38:02.081,EQP_TO_SOF,00 00 00 00,,
12:38:02.143,EQP_TO_SOF,00 00 00 00 00,,
12:38:02.204,EQP_TO_SOF,47 00 00 00,,
12:38:02.266,EQP_TO_SOF,EB 80 91 00,,
12:38:02.327,EQP_TO_SOF,99 02,,
12:38:02.389,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:02.451,EQP_TO_SOF,04 06 0B 00,,
12:38:02.514,EQP_TO_SOF,01 40 00 00 00,,
12:38:02.574,EQP_TO_SOF,00 00 00 00,,
12:38:02.635,EQP_TO_SOF,00 00 00 00,,
12:38:02.696,EQP_TO_SOF,00 47 00 00,,
12:38:02.758,EQP_TO_SOF,00 EB 80 91,,
12:38:02.819,EQP_TO_SOF,00 99 02,,
12:38:02.881,SOF_TO_EQP,04,,
12:38:02.942,SOF_TO_EQP,00 00 00 04 00,,
12:38:02.942,EQP_TO_SOF,04 06 0B,,
12:38:03.004,EQP_TO_SOF,00 01 40 00 00,,
12:38:03.066,EQP_TO_SOF,00 00 00 00 00,,
12:38:03.129,EQP_TO_SOF,00 00 00 00,,
12:38:03.191,EQP_TO_SOF,00 47 00 00 00,,
12:38:03.254,EQP_TO_SOF,EB 80 91 00,,
12:38:03.316,EQP_TO_SOF,99 02,,
12:38:03.378,SOF_TO_EQP,04,,
12:38:03.439,EQP_TO_SOF,04 06 0B,,
12:38:03.439,SOF_TO_EQP,00 00 00 04 00,,
12:38:03.500,EQP_TO_SOF,00 01 40 00,,
12:38:03.563,EQP_TO_SOF,00 00 00 00 00,,
12:38:03.626,EQP_TO_SOF,00 00 00 00 00,,
12:38:03.689,EQP_TO_SOF,00 47 00 00,,
12:38:03.751,EQP_TO_SOF,00 EB 80 91 00,,
12:38:03.812,EQP_TO_SOF,99 02,,
12:38:03.875,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:03.938,EQP_TO_SOF,04 06 0B 00 01,,
12:38:04.001,EQP_TO_SOF,40 00 00 00 00 00,,
12:38:04.063,EQP_TO_SOF,00 00 00 00,,
12:38:04.124,EQP_TO_SOF,00 00 00 47,,
12:38:04.185,EQP_TO_SOF,00 00 00 EB 80,,
12:38:04.249,EQP_TO_SOF,91 00 99 02,,
12:38:04.374,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:04.374,EQP_TO_SOF,04 06,,
12:38:04.436,EQP_TO_SOF,0B 00 01 40 00,,
12:38:04.497,EQP_TO_SOF,00 00 00 00 00,,
12:38:04.560,EQP_TO_SOF,00 00 00 00,,
12:38:04.622,EQP_TO_SOF,00 00 47 00,,
12:38:04.683,EQP_TO_SOF,00 00 EB 80,,
12:38:04.746,EQP_TO_SOF,91 00 99 02,,
12:38:04.871,EQP_TO_SOF,04 06,,
12:38:04.871,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:04.933,EQP_TO_SOF,0B 00 01 40,,
12:38:04.995,EQP_TO_SOF,00 00 00 00 00,,
12:38:05.058,EQP_TO_SOF,00 00 00 00 00,,
12:38:05.120,EQP_TO_SOF,00 00 47 00 00,,
12:38:05.183,EQP_TO_SOF,00 EB 80 91 00,,
12:38:05.245,EQP_TO_SOF,99 02,,
12:38:05.308,SOF_TO_EQP,04,,
12:38:05.370,SOF_TO_EQP,00 00 00 04 00,,
12:38:05.370,EQP_TO_SOF,04 06 0B,,
12:38:05.433,EQP_TO_SOF,00 01 40 00 00 00,,
12:38:05.495,EQP_TO_SOF,00 00 00 00 00,,
12:38:05.557,EQP_TO_SOF,00 00 00 00 47,,
12:38:05.619,EQP_TO_SOF,00 00 00 EB 80 91,,
12:38:05.681,EQP_TO_SOF,00 99 02,,
12:38:05.743,SOF_TO_EQP,04,,
12:38:05.804,SOF_TO_EQP,00 00 00 04 00,,
12:38:05.805,EQP_TO_SOF,04 06 0B,,
12:38:05.867,EQP_TO_SOF,00 01 40 00,,
12:38:05.930,EQP_TO_SOF,00 00 00 00 00,,
12:38:05.993,EQP_TO_SOF,00 00 00 00,,
12:38:06.055,EQP_TO_SOF,00 00 47 00 00,,
12:38:06.116,EQP_TO_SOF,00 EB 80 90,,
12:38:06.178,EQP_TO_SOF,00 98 02,,
12:38:06.301,EQP_TO_SOF,04 06 0B,,
12:38:06.301,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:06.364,EQP_TO_SOF,00 01 40 00 00,,
12:38:06.426,EQP_TO_SOF,00 00 00 00 00,,
12:38:06.487,EQP_TO_SOF,00 00 00 00,,
12:38:06.549,EQP_TO_SOF,00 47 00 00 00,,
12:38:06.611,EQP_TO_SOF,EB 80 90 00,,
12:38:06.672,EQP_TO_SOF,98 02,,
12:38:06.734,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:06.795,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00,,
12:38:06.856,EQP_TO_SOF,00 00 00 00 00 00 47 00 00 00 EB,,
12:38:06.917,EQP_TO_SOF,80 90 00 98 02,,
12:38:07.041,EQP_TO_SOF,04 06,,
12:38:07.041,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:07.103,EQP_TO_SOF,0B 00 01 40,,
12:38:07.164,EQP_TO_SOF,00 00 00 00 00,,
12:38:07.226,EQP_TO_SOF,00 00 00 00 00 00,,
12:38:07.287,EQP_TO_SOF,00 47 00 00 00,,
12:38:07.349,EQP_TO_SOF,EB 80 90 00 98 02,,
12:38:07.472,EQP_TO_SOF,04,,
12:38:07.472,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:07.534,EQP_TO_SOF,06 0B 00 01 40,,
12:38:07.596,EQP_TO_SOF,00 00 00 00,,
12:38:07.658,EQP_TO_SOF,00 00 00 00,,
12:38:07.721,EQP_TO_SOF,00 00 00 00,,
12:38:07.783,EQP_TO_SOF,47 00 00 00 EB,,
12:38:07.847,EQP_TO_SOF,80,,
12:38:07.907,EQP_TO_SOF,90,,
12:38:07.969,EQP_TO_SOF,00 98 02,,
12:38:08.032,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:08.032,EQP_TO_SOF,04 06,,
12:38:08.094,EQP_TO_SOF,0B 00 01 40,,
12:38:08.156,EQP_TO_SOF,00 00 00 00 00,,
12:38:08.219,EQP_TO_SOF,00 00 00 00 00,,
12:38:08.283,EQP_TO_SOF,00 00 47 00 00,,
12:38:08.345,EQP_TO_SOF,00 EB 80 90,,
12:38:08.406,EQP_TO_SOF,00 98 02,,
12:38:08.530,EQP_TO_SOF,04 06,,
12:38:08.530,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:08.593,EQP_TO_SOF,0B 00 01 40,,
12:38:08.655,EQP_TO_SOF,00 00 00 00,,
12:38:08.716,EQP_TO_SOF,00 00 00 00 00,,
12:38:08.779,EQP_TO_SOF,00 00 00 47 00,,
12:38:08.842,EQP_TO_SOF,00 00 EB 80 90,,
12:38:08.903,EQP_TO_SOF,00 98 02,,
12:38:09.027,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:09.027,EQP_TO_SOF,04 06 0B 00,,
12:38:09.088,EQP_TO_SOF,01 40 00 00,,
12:38:09.151,EQP_TO_SOF,00 00 00 00 00,,
12:38:09.213,EQP_TO_SOF,00 00 00 00,,
12:38:09.276,EQP_TO_SOF,00 47 00 00,,
12:38:09.338,EQP_TO_SOF,00 EB 80 8F 00,,
12:38:09.400,EQP_TO_SOF,97 02,,
12:38:09.464,SOF_TO_EQP,04,,
12:38:09.526,SOF_TO_EQP,00 00 00 04 00,,
12:38:09.526,EQP_TO_SOF,04 06 0B,,
12:38:09.587,EQP_TO_SOF,00 01 40 00 00 00,,
12:38:09.649,EQP_TO_SOF,00 00 00 00 00 00,,
12:38:09.711,EQP_TO_SOF,00 00 00 47,,
12:38:09.773,EQP_TO_SOF,00 00 00 EB 80,,
12:38:09.835,EQP_TO_SOF,8F 00 97 02,,
12:38:09.960,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:09.960,EQP_TO_SOF,04 06 0B,,
12:38:10.022,EQP_TO_SOF,00 01 40 00 00,,
12:38:10.084,EQP_TO_SOF,00 00 00 00,,
12:38:10.146,EQP_TO_SOF,00 00 00 00 00,,
12:38:10.207,EQP_TO_SOF,00 47 00 00 00,,
12:38:10.270,EQP_TO_SOF,EB 80 8F 00 97,,
12:38:10.331,EQP_TO_SOF,02,,
12:38:10.331,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:10.393,EQP_TO_SOF,04 06 0B 00 01,,
12:38:10.456,EQP_TO_SOF,40 00 00 00 00,,
12:38:10.519,EQP_TO_SOF,00 00 00 00 00,,
12:38:10.583,EQP_TO_SOF,00 00 00 47 00 00,,
12:38:10.645,EQP_TO_SOF,00 EB 80 8F 00 97 02,,
12:38:10.769,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:10.769,EQP_TO_SOF,04 06 0B,,
12:38:10.832,EQP_TO_SOF,00 01 40 00,,
12:38:10.893,EQP_TO_SOF,00 00 00 00 00,,
12:38:10.956,EQP_TO_SOF,00 00 00 00 00,,
12:38:11.018,EQP_TO_SOF,00 47 00 00,,
12:38:11.080,EQP_TO_SOF,00 EB 80 8F 00,,
12:38:11.142,SOF_TO_EQP,04,,
12:38:11.142,EQP_TO_SOF,97 02,,
12:38:11.205,EQP_TO_SOF,04 06 0B,,
12:38:11.205,SOF_TO_EQP,00 00 00 04 00,,
12:38:11.266,EQP_TO_SOF,00 01 40 00 00 00,,
12:38:11.329,EQP_TO_SOF,00 00 00 00,,
12:38:11.390,EQP_TO_SOF,00 00 00 00,,
12:38:11.452,EQP_TO_SOF,00 47 00 00,,
12:38:11.515,EQP_TO_SOF,00 EB 80 8F,,
12:38:11.577,EQP_TO_SOF,00 97 02,,
12:38:11.639,EQP_TO_SOF,04 06 0B 00,,
12:38:11.639,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:11.701,EQP_TO_SOF,01 40 00 00,,
12:38:11.763,EQP_TO_SOF,00 00 00 00,,
12:38:11.825,EQP_TO_SOF,00 00 00 00,,
12:38:11.888,EQP_TO_SOF,00 00 47 00 00,,
12:38:11.950,EQP_TO_SOF,00 EB 80 8F 00,,
12:38:12.011,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:12.011,EQP_TO_SOF,97 02,,
12:38:12.073,EQP_TO_SOF,04 06 0B 00 01,,
12:38:12.136,EQP_TO_SOF,40 00 00 00,,
12:38:12.198,EQP_TO_SOF,00 00 00 00 00,,
12:38:12.260,EQP_TO_SOF,00 00 00 00,,
12:38:12.321,EQP_TO_SOF,47 00 00 00,,
12:38:12.382,EQP_TO_SOF,EB 80 8F 00 97,,
12:38:12.443,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:12.443,EQP_TO_SOF,02,,
12:38:12.504,EQP_TO_SOF,04 06 0B 00,,
12:38:12.566,EQP_TO_SOF,01 40 00 00 00,,
12:38:12.628,EQP_TO_SOF,00 00 00 00,,
12:38:12.690,EQP_TO_SOF,00 00 00 00 00 47,,
12:38:12.753,EQP_TO_SOF,00 00 00 EB 80,,
12:38:12.815,EQP_TO_SOF,8F 00 97 02,,
12:38:12.876,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:12.939,EQP_TO_SOF,04 06 0B 00,,
12:38:13.002,EQP_TO_SOF,01 40 00 00 00,,
12:38:13.064,EQP_TO_SOF,00 00 00 00 00 00 00 00 00 47 00 00 00,,
12:38:13.126,EQP_TO_SOF,EB 80 8F 00 97 02,,
12:38:13.188,SOF_TO_EQP,04,,
12:38:13.250,EQP_TO_SOF,04 06 0B,,
12:38:13.250,SOF_TO_EQP,00 00 00 04 00,,
12:38:13.313,EQP_TO_SOF,00 01 40 00 00,,
12:38:13.374,EQP_TO_SOF,00 00 00 00,,
12:38:13.436,EQP_TO_SOF,00 00 00 00 00,,
12:38:13.498,EQP_TO_SOF,00 47 00 00 00 EB,,
12:38:13.560,EQP_TO_SOF,80 8F 00 97 02,,
12:38:13.622,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:13.683,EQP_TO_SOF,04 06 0B 00,,
12:38:13.745,EQP_TO_SOF,01 40 00 00 00,,
12:38:13.806,EQP_TO_SOF,00 00 00 00 00,,
12:38:13.868,EQP_TO_SOF,00 00 00 00 47 00,,
12:38:13.930,EQP_TO_SOF,00 00 EB 80 8F 00 97,,
12:38:13.992,EQP_TO_SOF,02,,
12:38:14.054,EQP_TO_SOF,04,,
12:38:14.054,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:14.117,EQP_TO_SOF,06 0B 00 01 40,,
12:38:14.179,EQP_TO_SOF,00 00 00 00 00,,
12:38:14.241,EQP_TO_SOF,00 00 00 00 00 00,,
12:38:14.303,EQP_TO_SOF,00 47 00 00 00 EB,,
12:38:14.366,EQP_TO_SOF,80 8E 00 96,,
12:38:14.427,EQP_TO_SOF,02,,
12:38:14.428,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:14.489,EQP_TO_SOF,04 06 0B 00,,
12:38:14.551,EQP_TO_SOF,01 40 00 00,,
12:38:14.612,EQP_TO_SOF,00 00 00 00,,
12:38:14.674,EQP_TO_SOF,00 00 00 00,,
12:38:14.736,EQP_TO_SOF,00 00 47 00 00,,
12:38:14.798,EQP_TO_SOF,00 EB 80 8E,,
12:38:14.860,EQP_TO_SOF,00 96 02,,
12:38:14.922,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:14.983,EQP_TO_SOF,04 06 0B 00,,
12:38:15.046,EQP_TO_SOF,01 40 00 00,,
12:38:15.108,EQP_TO_SOF,00 00 00 00,,
12:38:15.170,EQP_TO_SOF,00 00 00 00 00,,
12:38:15.233,EQP_TO_SOF,00 47 00 00,,
12:38:15.296,EQP_TO_SOF,00 EB 80 8E 00,,
12:38:15.358,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:15.358,EQP_TO_SOF,96 02,,
12:38:15.420,EQP_TO_SOF,04 06 0B 00 01,,
12:38:15.481,EQP_TO_SOF,40 00 00 00 00 00,,
12:38:15.542,EQP_TO_SOF,00 00 00 00,,
12:38:15.605,EQP_TO_SOF,00 00 00 47,,
12:38:15.667,EQP_TO_SOF,00 00 00 EB 80 8E,,
12:38:15.729,EQP_TO_SOF,00 96 02,,
12:38:15.791,EQP_TO_SOF,04 06,,
12:38:15.791,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:15.853,EQP_TO_SOF,0B 00 01 40 00 00,,
12:38:15.915,EQP_TO_SOF,00 00 00 00 00 00,,
12:38:15.976,EQP_TO_SOF,00 00 00 00,,
12:38:16.038,EQP_TO_SOF,47 00 00 00 EB,,
12:38:16.102,EQP_TO_SOF,80 8E 00 96 02,,
12:38:16.165,EQP_TO_SOF,04 06,,
12:38:16.165,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:16.227,EQP_TO_SOF,0B 00 01 40 00,,
12:38:16.290,EQP_TO_SOF,00 00 00 00 00,,
12:38:16.351,EQP_TO_SOF,00 00 00 00,,
12:38:16.414,EQP_TO_SOF,00 00 47 00,,
12:38:16.475,EQP_TO_SOF,00 00 EB 80 8E 00,,
12:38:16.538,SOF_TO_EQP,04,,
12:38:16.538,EQP_TO_SOF,96 02,,
12:38:16.599,EQP_TO_SOF,04 06 0B,,
12:38:16.600,SOF_TO_EQP,00 00 00 04 00,,
12:38:16.660,EQP_TO_SOF,00 01 40 00 00,,
12:38:16.722,EQP_TO_SOF,00 00 00 00 00,,
12:38:16.784,EQP_TO_SOF,00 00 00 00,,
12:38:16.847,EQP_TO_SOF,00 47 00 00 00,,
12:38:16.908,EQP_TO_SOF,EB 80 8E 00 96 02,,
12:38:16.971,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:16.971,EQP_TO_SOF,04,,
12:38:17.033,EQP_TO_SOF,06 0B 00 01,,
12:38:17.095,EQP_TO_SOF,40 00 00 00,,
12:38:17.156,EQP_TO_SOF,00 00 00 00,,
12:38:17.218,EQP_TO_SOF,00 00 00 00,,
12:38:17.280,EQP_TO_SOF,00 47 00 00 00,,
12:38:17.341,EQP_TO_SOF,EB 80 8E 00,,
12:38:17.403,EQP_TO_SOF,96 02,,
12:38:17.465,EQP_TO_SOF,04 06 0B 00,,
12:38:17.465,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:17.527,EQP_TO_SOF,01 40 00 00 00,,
12:38:17.590,EQP_TO_SOF,00 00 00 00,,
12:38:17.653,EQP_TO_SOF,00 00 00 00,,
12:38:17.716,EQP_TO_SOF,00 47 00 00,,
12:38:17.779,EQP_TO_SOF,00 EB 80 8E,,
12:38:17.840,EQP_TO_SOF,00 96 02,,
12:38:17.902,SOF_TO_EQP,04,,
12:38:17.965,EQP_TO_SOF,04 06 0B,,
12:38:17.965,SOF_TO_EQP,00 00 00 04 00,,
12:38:18.025,EQP_TO_SOF,00 01 40 00 00,,
12:38:18.088,EQP_TO_SOF,00 00 00 00 00,,
12:38:18.150,EQP_TO_SOF,00 00 00 00,,
12:38:18.212,EQP_TO_SOF,00 47 00 00,,
12:38:18.273,EQP_TO_SOF,00 EB 80 8E,,
12:38:18.334,EQP_TO_SOF,00 96 02,,
12:38:18.396,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:18.396,EQP_TO_SOF,04 06,,
12:38:18.458,EQP_TO_SOF,0B 00 01 40 00,,
12:38:18.519,EQP_TO_SOF,00 00 00 00,,
12:38:18.580,EQP_TO_SOF,00 00 00 00,,
12:38:18.642,EQP_TO_SOF,00 00 00 47,,
12:38:18.706,EQP_TO_SOF,00 00 00 EB 80,,
12:38:18.768,EQP_TO_SOF,8E 00 96 02,,
12:38:18.832,EQP_TO_SOF,04,,
12:38:18.832,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:18.894,EQP_TO_SOF,06 0B 00 01 40 00,,
12:38:18.957,EQP_TO_SOF,00 00 00 00,,
12:38:19.019,EQP_TO_SOF,00 00 00 00 00 00,,
12:38:19.082,EQP_TO_SOF,00 47 00 00,,
12:38:19.142,EQP_TO_SOF,00 EB 80 8E 00,,
12:38:19.204,SOF_TO_EQP,04,,
12:38:19.204,EQP_TO_SOF,96 02,,
12:38:19.266,SOF_TO_EQP,00 00 00 04 00,,
12:38:19.266,EQP_TO_SOF,04 06 0B,,
12:38:19.328,EQP_TO_SOF,00 01 40 00 00,,
12:38:19.390,EQP_TO_SOF,00 00 00 00 00 00,,
12:38:19.453,EQP_TO_SOF,00 00 00 00,,
12:38:19.515,EQP_TO_SOF,47 00 00 00,,
12:38:19.577,EQP_TO_SOF,EB 80 8E 00,,
12:38:19.639,SOF_TO_EQP,04,,
12:38:19.639,EQP_TO_SOF,96 02,,
12:38:19.700,SOF_TO_EQP,00 00 00 04 00,,
12:38:19.700,EQP_TO_SOF,04 06 0B,,
12:38:19.763,EQP_TO_SOF,00 01 40 00 00,,
12:38:19.824,EQP_TO_SOF,00 00 00 00 00,,
12:38:19.886,EQP_TO_SOF,00 00 00 00,,
12:38:19.948,EQP_TO_SOF,00 47 00 00,,
12:38:20.010,EQP_TO_SOF,00 EB 80 8D 00,,
12:38:20.071,EQP_TO_SOF,95 02,,
12:38:20.133,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:20.133,EQP_TO_SOF,04 06,,
12:38:20.195,EQP_TO_SOF,0B 00 01 40,,
12:38:20.259,EQP_TO_SOF,00 00 00 00,,
12:38:20.320,EQP_TO_SOF,00 00 00 00,,
12:38:20.384,EQP_TO_SOF,00 00 00 00,,
12:38:20.446,EQP_TO_SOF,47 00 00 00 EB,,
12:38:20.508,EQP_TO_SOF,80 8D 00 95 02,,
12:38:20.630,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:20.630,EQP_TO_SOF,04,,
12:38:20.693,EQP_TO_SOF,06 0B 00 01,,
12:38:20.754,EQP_TO_SOF,40 00 00 00,,
12:38:20.816,EQP_TO_SOF,00 00 00 00,,
12:38:20.879,EQP_TO_SOF,00 00 00 00 00 47,,
12:38:20.941,EQP_TO_SOF,00 00 00 EB,,
12:38:21.003,EQP_TO_SOF,80 8D 00 95,,
12:38:21.065,EQP_TO_SOF,02,,
12:38:21.127,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:21.189,EQP_TO_SOF,04 06 0B 00,,
12:38:21.250,EQP_TO_SOF,01 40 00 00 00,,
12:38:21.313,EQP_TO_SOF,00 00 00 00,,
12:38:21.375,EQP_TO_SOF,00 00 00 00 00,,
12:38:21.437,EQP_TO_SOF,47 00 00 00 EB,,
12:38:21.498,EQP_TO_SOF,80 8D 00 95,,
12:38:21.560,EQP_TO_SOF,02,,
12:38:21.621,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:21.683,EQP_TO_SOF,04 06 0B 00 01,,
12:38:21.745,EQP_TO_SOF,40 00 00 00,,
12:38:21.808,EQP_TO_SOF,00 00 00 00 00 00,,
12:38:21.870,EQP_TO_SOF,00 00 00 47,,
12:38:21.932,EQP_TO_SOF,00 00 00 EB 80,,
12:38:21.993,EQP_TO_SOF,8D 00 95 02,,
12:38:22.116,EQP_TO_SOF,04 06 0B,,
12:38:22.116,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:22.178,EQP_TO_SOF,00 01 40 00,,
12:38:22.240,EQP_TO_SOF,00 00 00 00,,
12:38:22.301,EQP_TO_SOF,00 00 00 00,,
12:38:22.363,EQP_TO_SOF,00 00 00 47 00,,
12:38:22.425,EQP_TO_SOF,00 00 EB 80 8D,,
12:38:22.487,EQP_TO_SOF,00 95 02,,
12:38:22.611,EQP_TO_SOF,04 06,,
12:38:22.611,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO
12:38:22.673,EQP_TO_SOF,0B 00 01 40,,
12:38:22.736,EQP_TO_SOF,00 00 00 00 00 00 00 00 00 00 00,,
12:38:22.800,EQP_TO_SOF,00 47 00 00 00 EB 80,,
