DataHora;CO_%;CO2_%;HC_ppm;O2_%;NOx_ppm;RPM;Temp_C
08:11:30.453;0,01;0,0;2;22,05;None;0;250,0
08:11:31.418;0,01;0,0;2;22,05;None;0;250,0
08:11:32.413;0,01;0,0;2;22,05;None;0;250,0
08:11:33.407;0,01;0,0;1;22,05;None;0;250,0
08:11:34.465;0,01;0,0;1;22,05;None;0;250,0
08:11:35.456;0,01;0,0;1;22,05;None;0;250,0
08:11:36.431;0,01;0,0;1;22,05;None;0;250,0
08:11:37.433;0,01;0,0;1;22,05;None;0;250,0
08:11:38.482;0,01;0,0;1;22,05;None;0;250,0
08:11:39.438;0,01;0,0;1;22,05;None;0;250,0
08:11:40.458;0,01;0,0;1;22,05;None;0;250,0
08:11:41.443;0,01;0,0;1;22,05;None;0;250,0
08:11:42.440;0,01;0,0;1;22,05;None;0;250,0
08:11:43.429;0,01;0,0;2;22,05;None;0;250,0
08:11:44.409;0,01;0,0;2;22,05;None;0;250,0
08:11:45.427;0,01;0,0;2;22,05;None;0;250,0
08:11:46.428;0,01;0,0;1;22,05;None;0;250,0
