Data e Hora,Direção,Hex,ASCII,Nota
08:11:48.546,SOF_TO_EQP,03 00 02 00 00 00 40 CD 12 01,,
08:11:55.234,SOF_TO_EQP,08 00 03 00 01 00 00 00 00 00 0C 00,,
08:11:55.678,SOF_TO_EQP,08 00 03 00 01 00 00 00 00 00 0C 00,,
08:11:56.075,SOF_TO_EQP,08 00 03 00 01 00 00 00 00 00 0C 00,,
08:11:56.506,SOF_TO_EQP,08 00 03 00 01 00 00 00 00 00 0C 00,,
08:11:58.056,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
08:11:58.456,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
08:11:58.868,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
08:11:59.299,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
08:12:01.376,SOF_TO_EQP,08 00 03 00 01 00 00 00 00 00 0C 00,,
08:12:01.766,SOF_TO_EQP,08 00 03 00 01 00 00 00 00 00 0C 00,,
08:12:02.229,SOF_TO_EQP,08 00 03 00 01 00 00 00 00 00 0C 00,,
08:12:02.584,SOF_TO_EQP,08 00 03 00 01 00 00 00 00 00 0C 00,,
