Data e Hora,Direção,Hex,ASCII,Nota
06:26:35.023,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:35.590,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:35.647,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:36.203,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:36.227,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00,,
06:26:36.277,EQP_TO_SOF,00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:36.863,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:36.879,EQP_TO_SOF,04 06 0B 00 01 40 00,,
06:26:36.937,EQP_TO_SOF,00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:37.552,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:37.609,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:38.144,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:38.202,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:38.740,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:38.797,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:39.366,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:39.423,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:39.976,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:40.029,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:40.597,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:40.662,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:41.227,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:41.285,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:41.856,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:41.913,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:42.489,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:42.547,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:43.065,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:43.116,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:43.642,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:43.694,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:44.265,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:44.292,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00,,
06:26:44.359,EQP_TO_SOF,00 40 00 00 00 20 80 1E 00 54 01,,
06:26:44.931,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:44.987,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:45.514,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:45.573,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:46.130,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:46.182,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:46.745,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:46.806,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:47.376,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:47.437,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:48.008,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:48.066,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:48.635,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:48.692,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:49.244,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:49.295,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:49.863,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:49.915,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 30 80 1E 00 64 01,,
06:26:50.477,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:50.534,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 30 80 1E 00 64 01,,
06:26:51.114,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:51.178,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 22 80 1E 00 56 01,,
06:26:51.749,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:51.804,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:52.374,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:52.436,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:53.007,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:53.064,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:53.584,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:53.639,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:54.166,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:54.216,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:54.740,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:54.798,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 22 80 1E 00 56 01,,
06:26:55.335,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:55.393,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 22 80 1E 00 56 01,,
06:26:55.958,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:56.021,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:56.559,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:56.621,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:57.183,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:57.239,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:26:57.807,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:57.866,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:58.417,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:58.433,EQP_TO_SOF,04 06 0B 00 01 40 00,,
06:26:58.489,EQP_TO_SOF,00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:26:59.049,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:59.112,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A2 80 1E 00 D6 01,,
06:26:59.687,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:26:59.745,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:27:00.314,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
